,station_name,station_lat,station_lng,Sat_inflow,Sat_outflow,Sun_inflow,Sun_outflow,Mon_inflow,Mon_outflow,Tues_inflow,Tues_outflow,Wed_inflow,Wed_outflow,Thur_inflow,Thur_outflow,Fri_inflow,Fri_outflow
1584,Lewis Ave & Kosciuszko St,40.692371,-73.937054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,E 33 St & 5 Ave,40.747659,-73.984907,3.006770833333333,3.092881944444444,5.933159722222221,6.330208333333332,7.034895833333334,7.183854166666666,6.952430555555556,7.078298611111112,6.6227430555555555,6.782118055555556,6.815972222222222,6.8010416666666655,3.971006944444445,3.8843750000000004
1586,Center Blvd & 51 Ave,40.743366,-73.959606,1.3779513888888888,1.3619791666666667,0.8328125000000001,0.8592013888888889,0.8569444444444444,0.8163194444444445,0.8196180555555554,0.8342013888888888,0.8303819444444445,0.8038194444444445,0.8526041666666666,0.8687499999999998,1.542534722222222,1.5335069444444445
1587,Jackson Ave & 46 Rd,40.745248,-73.947333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,Carroll St & Smith St,40.680611,-73.994758,2.0211805555555555,1.9260416666666667,2.1223958333333335,2.2362847222222224,2.2828125,2.2640625,2.360763888888889,2.4138888888888888,2.2553819444444443,2.289930555555556,2.3802083333333335,2.4022569444444444,2.185590277777778,2.0796875
1589,E 2 St & Avenue B,40.722174,-73.983687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,1 Ave & E 78 St,40.771404,-73.953517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591,5 Ave & 3 St,40.672816,-73.983524,2.2050347222222224,2.1204861111111106,1.8473958333333333,1.8453125000000001,2.0154513888888888,1.9765625,1.984548611111111,1.9940972222222226,1.9612847222222223,1.9036458333333333,2.076736111111111,2.044791666666667,2.2472222222222222,2.250868055555556
1592,E 53 St & 3 Ave,40.757632,-73.969306,2.612326388888889,2.5352430555555556,5.552604166666666,5.5765625000000005,5.995833333333334,5.937847222222222,6.170486111111111,5.856944444444443,5.513541666666666,5.560243055555556,6.006423611111111,5.969618055555556,2.8411458333333335,2.803125
1593,1 Ave & E 78 St,40.771404,-73.953516,4.656597222222223,4.602777777777777,5.59045138888889,5.006076388888889,5.9125000000000005,5.855902777777779,5.897743055555555,5.867708333333332,5.519444444444445,5.5836805555555555,5.671527777777777,5.907465277777778,4.787673611111111,5.29513888888889
1594,21 St & Queens Plaza North,40.753259,-73.943357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,E 16 St & Irving Pl,40.735367,-73.987973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,21 St & Queens Plaza North,40.75326,-73.943358,0.7020833333333334,0.7552083333333335,1.1583333333333334,1.1399305555555557,1.2951388888888886,1.2557291666666666,1.3390624999999998,1.2274305555555554,1.190625,1.226388888888889,1.2434027777777776,1.192361111111111,1.031423611111111,1.2086805555555555
1597,12 St & 4 Ave,40.668603,-73.990439,0.43368055555555557,0.4357638888888889,0.4076388888888889,0.38715277777777773,0.39184027777777786,0.3840277777777778,0.3984375,0.4241319444444444,0.37118055555555557,0.3753472222222222,0.3972222222222223,0.3760416666666666,0.47447916666666673,0.4597222222222222
1598,Myrtle Ave & Marcy Ave,40.695398,-73.949549,0.7218750000000002,0.7414930555555556,0.8508680555555554,0.8369791666666667,0.9651041666666665,0.9208333333333333,0.9543402777777777,0.9151041666666667,0.9288194444444443,0.9371527777777778,0.9071180555555555,0.8859375000000002,0.7996527777777778,0.8769097222222221
1599,Vesey Pl & River Terrace,40.715337,-74.016583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,Jackson St & Leonard St,40.71638,-73.948212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,Bayard St & Baxter St,40.716021,-73.999743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,E 84 St & Park Ave,40.778627,-73.957721,2.0887152777777778,2.1236111111111113,1.8380208333333332,2.1628472222222226,2.0552083333333337,2.097048611111111,2.0534722222222217,2.109548611111111,1.9567708333333336,1.9737847222222225,2.0031250000000003,1.9986111111111116,2.1017361111111112,2.3737847222222217
1603,Macon St & Nostrand Ave,40.680983,-73.950048,1.4776041666666666,1.534548611111111,1.7927083333333333,1.9248263888888888,2.040625,2.0666666666666664,2.1173611111111112,2.0847222222222226,2.0673611111111114,2.1151041666666663,2.116319444444444,2.0796875,1.8217013888888889,1.820486111111111
1604,Atlantic Ave & Fort Greene Pl,40.683826,-73.976323,2.0885416666666665,1.9960069444444442,2.1409722222222225,1.992013888888889,2.161111111111111,1.9635416666666667,2.209722222222222,1.9013888888888888,2.0980902777777777,1.8067708333333332,2.4380208333333333,2.0835069444444447,2.4805555555555556,2.200173611111111
1605,E 72 St & York Ave,40.766638,-73.953483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,E 72 St & York Ave,40.766638,-73.953482,2.1524305555555556,2.1005208333333334,4.4586805555555555,4.449652777777778,4.864583333333333,4.730381944444445,4.967013888888889,4.9484375,4.569618055555555,4.610416666666667,4.6670138888888895,4.637152777777778,2.3484375,2.3682291666666666
1607,E 65 St & 2 Ave,40.764718,-73.96222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,E 82 St & East End Ave,40.772461,-73.946821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,Norfolk St & Broome St,40.717227,-73.98802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,Central Park W & W 91 St,40.788665,-73.966801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,Pike St & E Broadway,40.714066,-73.992939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,Bergen St & Flatbush Ave,40.680944,-73.975673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,Central Park S & 6 Ave,40.765909,-73.976342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,Central Park S & 6 Ave,40.765909,-73.976341,9.249305555555555,9.69513888888889,7.555034722222223,8.090625,7.8317708333333345,7.8921874999999995,7.793055555555558,7.791319444444444,7.188194444444444,7.287326388888888,8.583333333333334,8.5140625,10.547395833333335,10.830381944444445
1615,Murray St & West St,40.714978,-74.013012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,Broadway & Whipple St,40.701665,-73.94373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,Kosciuszko St & Nostrand Ave,40.690725,-73.951334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,5 Ave & E 103 St,40.792255,-73.952499,2.500347222222222,2.478298611111111,2.755555555555555,2.8890624999999996,3.022222222222222,3.0578124999999994,2.977777777777778,2.957118055555556,2.752083333333333,2.710763888888889,2.899131944444445,2.8743055555555554,3.107465277777777,2.902430555555556
1619,Carlton Ave & Dean St,40.680974,-73.971009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,Riverside Dr & W 91 St,40.793134,-73.977003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,11 Ave & W 59 St,40.771496,-73.99046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,W 51 St & 6 Ave,40.760659,-73.98042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,Washington Park,40.691782,-73.97373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,Lafayette Ave & Fort Greene Pl,40.686918,-73.976682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,Broadway & W 51 St,40.762288,-73.983361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,E 53 St & Madison Ave,40.75971,-73.974023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,W 21 St & 6 Ave,40.741739,-73.994155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,W 89 St & Columbus Ave,40.788221,-73.970415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,Broadway & W 122 St,40.812056,-73.961255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,Dean St & 4 Ave,40.683125,-73.978951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,W 104 St & Amsterdam Ave,40.799041,-73.966494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,1 Ave & E 62 St,40.761227,-73.96094,4.766840277777778,4.658680555555555,5.221354166666667,5.311111111111111,5.447222222222223,5.410590277777779,5.694270833333334,5.596354166666667,5.508506944444445,5.455729166666667,5.581250000000001,5.634722222222223,5.5810763888888895,5.570833333333333
1633,Columbia Heights & Cranberry St,40.700379,-73.995481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,Great Jones St,40.727434,-73.99379,6.231423611111111,6.2749999999999995,9.069097222222224,8.788020833333336,10.35295138888889,9.769618055555556,10.321874999999999,9.93454861111111,9.722395833333334,9.301562500000001,9.870312499999999,9.096006944444445,8.116145833333334,7.7236111111111105
1635,Broadway & Moylan Pl,40.814325,-73.959025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,West End Ave & W 94 St,40.794165,-73.974124,1.9878472222222225,1.9397569444444445,1.8131944444444443,1.6187500000000001,1.8644097222222225,1.817534722222222,1.7809027777777782,1.848090277777778,1.651736111111111,1.6491319444444443,1.873611111111111,1.8319444444444442,1.962673611111111,2.176041666666667
1637,W 54 St & 9 Ave,40.765849,-73.986905,3.217881944444444,3.1430555555555557,3.2505208333333333,3.2319444444444443,3.4213541666666667,3.397395833333334,3.437152777777778,3.288541666666667,3.2769097222222228,3.2413194444444446,3.553993055555555,3.5196180555555556,3.6470486111111113,3.4503472222222222
1638,28 Ave & 44 St,40.764089,-73.910651,0.6204861111111112,0.5522569444444444,0.6576388888888889,0.5628472222222223,0.6642361111111111,0.7211805555555556,0.6428819444444445,0.6281249999999999,0.6289930555555556,0.6439236111111112,0.5979166666666665,0.6595486111111112,0.6361111111111112,0.6954861111111111
1639,Lewis Ave & Kosciuszko St,40.69237,-73.937054,0.8743055555555556,0.9013888888888889,0.7807291666666666,0.6835069444444445,0.7288194444444444,0.7473958333333331,0.7723958333333333,0.8404513888888888,0.7210069444444445,0.7855902777777777,0.811111111111111,0.8739583333333331,0.9305555555555555,0.9854166666666666
1640,35 St & 21 Ave,40.776745,-73.906558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,Mercer St & Spring St,40.723627,-73.999496,4.804166666666667,4.309201388888889,5.3069444444444445,5.630034722222223,6.001736111111111,5.766145833333334,6.089756944444445,5.801562499999999,5.913541666666666,5.534895833333334,6.615798611111111,5.885416666666667,6.227604166666667,5.434027777777779
1642,Forsyth St & Broome St,40.718939,-73.992662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,6.092534722222222,5.874826388888889,5.594097222222223,5.621701388888888,5.681423611111112,5.641145833333333,5.5881944444444445,5.311631944444444,5.221701388888889,5.129340277777778,5.636805555555555,5.346354166666667,6.924479166666668,6.789756944444445
1644,31 St & 23 Ave,40.774787,-73.912555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,Broadway & W 122 St,40.812056,-73.961254,0.6770833333333334,0.6873263888888888,0.631076388888889,0.65,0.6960069444444446,0.687152777777778,0.7100694444444443,0.7064236111111112,0.6531249999999998,0.6276041666666666,0.6574652777777777,0.6215277777777778,0.7868055555555555,0.7897569444444446
1646,W 34 St & 11 Ave,40.755941,-74.002116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,Broadway & W 133 St,40.819034,-73.956156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,E 170 St & Webster Ave,40.836179,-73.907301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,Columbia St & Degraw St,40.685929,-74.002423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,Columbia Heights & Cranberry St,40.700378,-73.99548,1.1848958333333333,1.2223958333333331,1.0262152777777778,0.9947916666666669,0.7965277777777776,0.9425347222222222,0.7897569444444446,0.8779513888888889,0.8482638888888888,0.9119791666666667,0.8029513888888888,0.903298611111111,1.2954861111111111,1.2972222222222223
1651,W 42 St & 8 Ave,40.75757,-73.990985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,W 41 St & 8 Ave,40.756405,-73.990026,4.023611111111111,4.561458333333333,11.210590277777778,11.088020833333333,12.630902777777777,12.68125,12.622048611111111,12.560243055555555,12.013888888888891,11.874826388888886,12.244965277777778,12.308680555555556,5.718055555555556,5.906597222222222
1653,W 76 St & Columbus Ave,40.780183,-73.977285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,Van Brunt St & Van Dyke St,40.675832,-74.014726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,W 106 St & Amsterdam Ave,40.800836,-73.966449,1.6902777777777775,1.7477430555555555,1.4350694444444445,1.3519097222222225,1.5914930555555555,1.622395833333333,1.5710069444444443,1.6178819444444443,1.5006944444444443,1.5444444444444443,1.6182291666666666,1.748263888888889,1.7710069444444445,1.8420138888888886
1656,9 Ave & W 45 St,40.760192,-73.991255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,Hudson St & W 13 St,40.740057,-74.005274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,West Thames St,40.708346,-74.017134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,Columbus Ave & W 103 St,40.796934,-73.964341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,West Thames St,40.708347,-74.017134,4.25,4.100868055555555,4.580555555555556,4.575,4.529340277777778,4.546354166666666,4.5524305555555555,4.454340277777778,4.3171875,4.286111111111111,4.292708333333333,4.425347222222223,4.8251736111111105,4.6904513888888895
1661,Lafayette St & E 8 St,40.730206,-73.991026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,E 33 St & 1 Ave,40.743226,-73.974497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,Washington Ave & Park Ave,40.696102,-73.96751,1.2145833333333333,1.1838541666666667,2.1914930555555556,2.0501736111111106,2.2843750000000003,2.084722222222222,2.2440972222222224,2.1489583333333333,2.0473958333333333,1.9819444444444443,2.1170138888888883,2.1486111111111112,1.478298611111111,1.5616319444444444
1664,W 106 St & Central Park West,40.798185,-73.96059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,Henry St & Degraw St,40.684751,-73.999173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,MacDougal St & Washington Sq,40.732263,-73.998522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,Maiden Ln & Pearl St,40.707065,-74.007319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,Henry St & Degraw St,40.684751,-73.999172,1.6690972222222225,1.6458333333333337,1.8940972222222223,1.7428819444444443,1.9210069444444444,1.9208333333333334,1.870833333333333,1.9119791666666668,1.8220486111111114,1.796875,1.932465277777778,1.9500000000000002,1.9072916666666666,2.0423611111111115
1669,W 89 St & Columbus Ave,40.788221,-73.970416,2.4788194444444445,2.967881944444444,2.6307291666666672,2.8852430555555557,2.8590277777777775,3.271875,2.6269097222222224,3.178819444444444,2.679166666666667,3.1234375,2.5977430555555556,3.225694444444444,2.69375,3.2161458333333335
1670,Sigourney St & Columbia St,40.672672,-74.008795,0.37847222222222227,0.3317708333333333,0.3835069444444444,0.4217013888888889,0.48055555555555557,0.4480902777777777,0.45156250000000003,0.4666666666666666,0.45104166666666673,0.4491319444444444,0.5623263888888889,0.4791666666666667,0.6611111111111111,0.45902777777777776
1671,Franklin Ave & St Marks Ave,40.675832,-73.956167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,Wolcott St & Dwight St,40.675327,-74.01007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,E 48 St & 3 Ave,40.754601,-73.971879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,Degraw St & Smith St,40.682915,-73.993182,1.4678819444444444,1.4664930555555555,1.3489583333333333,1.340277777777778,1.3637152777777777,1.3270833333333332,1.4126736111111111,1.4472222222222222,1.3090277777777775,1.3154513888888888,1.55,1.5147569444444444,1.8369791666666666,1.757986111111111
1675,W 37 St & 10 Ave,40.756603,-73.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,E 81 St & York Ave,40.772838,-73.949892,1.9116319444444443,1.9854166666666666,2.5239583333333333,2.0359375,2.6871527777777775,2.694097222222222,2.562847222222222,2.5921875,2.4088541666666665,2.528993055555556,2.3847222222222224,2.6904513888888886,2.049479166666667,2.4081597222222224
1677,Bergen St & Vanderbilt Ave,40.679438,-73.968043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,Broadway & W 36 St,40.750977,-73.987654,1.7727430555555557,1.8468749999999998,3.6076388888888893,3.842013888888889,3.9206597222222226,4.0394097222222225,4.0093749999999995,4.121527777777778,3.8984375000000004,3.917881944444444,3.868229166666666,3.8215277777777774,2.325173611111111,2.186458333333333
1679,Warren St & W Broadway,40.714739,-74.009106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,Schermerhorn St & Bond St,40.688417,-73.984517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,Frost St & Meeker Ave,40.717661,-73.9488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,14 St & 5 Ave,40.666287,-73.988951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,Dwight St & Van Dyke St,40.673636,-74.011956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,Lexington Ave & Classon Ave,40.686768,-73.959282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,Lexington Ave & Classon Ave,40.686767,-73.959281,1.4118055555555555,1.4034722222222225,1.1579861111111112,1.0765624999999999,1.2652777777777777,1.293923611111111,1.140798611111111,1.3121527777777777,1.1333333333333335,1.1991319444444444,1.2508680555555556,1.3640625,1.630034722222222,1.741666666666667
1686,Atlantic Ave & Furman St,40.691651,-73.999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,W 78 St & Amsterdam Ave,40.782536,-73.979085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,W 35 St & Dyer Ave,40.754692,-73.997402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689,E 58 St & Madison Ave,40.763025,-73.972095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,W 169 St & Fort Washington Ave,40.842842,-73.942125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,3 St & 3 Ave,40.67507,-73.987752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,Amsterdam Ave & W 73 St,40.779668,-73.98093,5.460416666666666,5.695138888888889,5.881423611111111,5.836284722222223,6.413888888888889,6.506249999999999,6.223437499999999,6.536458333333333,5.990798611111111,6.296354166666666,6.537326388888889,6.786805555555556,6.319618055555555,6.548611111111111
1693,Washington St & Barrow St,40.731911,-74.008769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1694,Queens Plaza North & Crescent St,40.751101,-73.940737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,West Drive & Prospect Park West,40.661063,-73.979452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,William St & Pine St,40.707179,-74.008873,1.9937500000000001,1.8522569444444443,3.2484374999999996,3.3671875,3.330208333333333,3.3937500000000003,3.536805555555556,3.465451388888889,3.186458333333333,3.1814236111111107,3.203125,3.223263888888889,2.0190972222222223,1.9501736111111112
1697,Lenox Ave & W 117 St,40.802556,-73.949078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,Putnam Ave & Throop Ave,40.685153,-73.94111,0.7572916666666668,0.7501736111111111,0.8385416666666669,0.6836805555555556,0.8586805555555554,0.8795138888888888,0.8855902777777777,0.93125,0.8194444444444443,0.8697916666666666,0.8364583333333333,0.9331597222222222,0.8932291666666669,1.009548611111111
1699,Washington Pl & 6 Ave,40.732241,-74.000264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,W 46 St & 11 Ave,40.763414,-73.996674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,W 46 St & 11 Ave,40.763413,-73.996674,3.606423611111111,3.6069444444444443,5.608333333333333,5.467534722222223,5.930555555555556,5.839756944444445,6.055381944444444,6.111284722222223,5.639062499999999,5.554166666666667,6.0048611111111105,6.050520833333334,4.547743055555556,4.583854166666667
1702,Monroe St & Classon Ave,40.684568,-73.95881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,Carroll St & 5 Ave,40.675162,-73.981483,1.6350694444444447,1.6416666666666668,1.6868055555555552,1.626909722222222,1.6531250000000002,1.6053819444444442,1.8256944444444445,1.7619791666666667,1.6149305555555555,1.6824652777777775,1.7336805555555557,1.7090277777777778,2.044618055555556,1.9989583333333334
1704,W 84 St & Broadway,40.786794,-73.977112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,Vernon Blvd & 10 St,40.767186,-73.937355,1.018923611111111,0.9520833333333334,0.5666666666666668,0.5998263888888888,0.5246527777777777,0.5175347222222221,0.5649305555555555,0.5623263888888889,0.5083333333333333,0.4848958333333333,0.6743055555555556,0.6876736111111112,1.1243055555555554,1.112152777777778
1706,W 48 St & Rockefeller Plaza,40.757936,-73.979602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,Howard St & Centre St,40.719105,-73.999733,4.240972222222222,4.065625,5.023263888888889,5.375520833333333,5.543402777777778,5.532465277777777,5.580034722222223,5.503819444444445,5.620833333333334,5.566493055555555,6.085243055555556,6.036458333333333,5.596875,5.2809027777777775
1708,W 90 St & Amsterdam Ave,40.790179,-73.972889,1.3894097222222221,1.4421875000000002,1.585763888888889,1.4741319444444445,1.6835069444444446,1.728298611111111,1.5960069444444445,1.785763888888889,1.6296875,1.618923611111111,1.6435763888888892,1.785763888888889,1.4229166666666668,1.6475694444444444
1709,W 64 St & Thelonious Monk Circle,40.77516,-73.989187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,W 64 St & Thelonious Monk Circle,40.775159,-73.989186,3.0149305555555554,3.1578125,3.7914930555555557,3.458680555555556,4.046875,4.154861111111111,4.038541666666666,4.1578124999999995,3.9878472222222228,4.104166666666667,4.108333333333333,4.328125000000001,3.3331597222222222,3.7965277777777775
1711,W 51 St & 6 Ave,40.76066,-73.98042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,Sterling St & Bedford Ave,40.662705,-73.956911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,Columbia St & Kane St,40.687632,-74.001626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,10 Ave & W 28 St,40.750663,-74.001768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,Eastern Pkwy & Franklin Ave,40.670776,-73.95768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,E 9 St & Avenue C,40.725213,-73.977688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
