,station_name,station_lat,station_lng,Mon_inflow,Mon_outflow,Tues_inflow,Tues_outflow,Wed_inflow,Wed_outflow,Thur_inflow,Thur_outflow,Fri_inflow,Fri_outflow,Sat_inflow,Sat_outflow,Sun_inflow,Sun_outflow
388,E 91 St & 2 Ave,40.78112229934166,-73.94965589046478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Crown St & Bedford Ave,40.666563,-73.956741,0.2,0.19166666666666668,0.25,0.225,0.13333333333333333,0.15,0.20833333333333334,0.16666666666666666,0.17708333333333334,0.14583333333333334,0.23958333333333334,0.28125,0.15625,0.19791666666666666
390,West End Ave & W 107 St,40.8021174,-73.9681805305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Madison St & Clinton St,40.71269042,-73.98776323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,W 92 St & Broadway,40.7921,-73.9739,1.1416666666666666,1.2416666666666667,1.375,1.2333333333333334,1.1666666666666667,1.25,1.4166666666666667,1.6041666666666667,1.3020833333333333,1.2604166666666667,1.78125,1.5520833333333333,1.0833333333333333,1.2083333333333333
393,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,1 Ave & E 62 St,40.7612274,-73.96094022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,1 Pl & Clinton St,40.6809591,-73.99905709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Lenox Ave & W 130 St,40.8107922,-73.9430681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,E 35 St & 3 Ave,40.746524,-73.977885,2.0833333333333335,2.0083333333333333,2.5416666666666665,2.5833333333333335,2.475,2.4,2.5625,2.6145833333333335,1.8229166666666667,2.0,1.75,1.8229166666666667,2.2083333333333335,2.125
400,Court St & Nelson St,40.6763947,-73.99869893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Lexington Ave & E 127 St,40.805726,-73.936322,0.35833333333333334,0.35,0.39166666666666666,0.3333333333333333,0.20833333333333334,0.31666666666666665,0.3854166666666667,0.28125,0.21875,0.2708333333333333,0.21875,0.28125,0.2708333333333333,0.23958333333333334
402,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Central Park S & 6 Ave,40.76590936,-73.97634151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Clinton St & 4 Place,40.6783563,-74.00014502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Humboldt St & Varet St,40.7031724,-73.940636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,W 37 St & 10 Ave,40.75660359,-73.9979009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,0.49166666666666664,0.4083333333333333,0.575,0.5833333333333334,0.475,0.4166666666666667,0.46875,0.4479166666666667,0.4479166666666667,0.4791666666666667,0.59375,0.5416666666666666,0.5104166666666666,0.3958333333333333
410,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Bond St & Bergen St,40.6849668,-73.98620772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Driggs Ave & Lorimer St,40.72179134,-73.9504154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Wolcott St & Dwight St,40.6753274,-74.0100698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,E 76 St & Park Ave,40.773763,-73.96222088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Kane St & Clinton St,40.6861758,-73.99645295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Putnam Ave & Throop Ave,40.6851532,-73.94111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,28 Ave & 35 St,40.7671,-73.9169858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,6 Ave & 12 St,40.6663181,-73.9854617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,E 81 St & 2 Ave,40.77477944895728,-73.95427465438843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Lewis Ave & Madison St,40.686312,-73.935775,0.6666666666666666,0.625,0.525,0.6083333333333333,0.4166666666666667,0.475,0.5625,0.6666666666666666,0.3854166666666667,0.34375,0.53125,0.5520833333333334,0.5104166666666666,0.4479166666666667
423,E 81 St & York Ave,40.7728384,-73.94989233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,E 97 St & Madison Ave,40.787801,-73.953559,1.3833333333333333,1.3583333333333334,1.4,1.3833333333333333,1.1833333333333333,1.2333333333333334,1.0520833333333333,1.0416666666666667,0.78125,0.8020833333333334,0.9895833333333334,0.8645833333333334,1.1770833333333333,1.1770833333333333
425,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,6 St & 7 Ave,40.6686627,-73.97988067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Cambridge Pl & Gates Ave,40.68488,-73.96304,0.6833333333333333,0.6166666666666667,0.7916666666666666,0.8916666666666667,0.6416666666666667,0.6,0.6875,0.8333333333333334,0.59375,0.7291666666666666,0.6458333333333334,0.6770833333333334,0.5833333333333334,0.4583333333333333
428,Steinway St & 28 Ave,40.7656251,-73.9136695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,E 39 St & 3 Ave,40.7489006,-73.97604882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,2 Ave & E 122 St,40.8006721,-73.9349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Astoria Park S & Shore Blvd,40.7767,-73.927631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,1 Ave & E 110 St,40.7923272,-73.9383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,31 Ave & Steinway St,40.761293897289086,-73.916916847229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,E 68 St & Madison Ave,40.7691572,-73.96703464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,E 82 St & East End Ave,40.7724607,-73.9468208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Jay St & York St,40.70140317257725,-73.98672670125961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,E 44 St & 2 Ave,40.75118387463277,-73.97138714790344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Vernon Blvd & 30 Rd,40.770845,-73.934171,0.36666666666666664,0.3333333333333333,0.45,0.475,0.38333333333333336,0.2916666666666667,0.40625,0.46875,0.28125,0.2604166666666667,0.1875,0.21875,0.3645833333333333,0.3541666666666667
440,Sterling St & Bedford Ave,40.6627059,-73.9569115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,N 11 St & Kent Ave,40.72248188638219,-73.95921930670738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,2 Ave & E 104 St,40.7892105,-73.94370784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Cherry St,40.71219906,-73.97948148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Market St & Cherry St,40.71076228,-73.99400398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Columbia St & Rivington St,40.71739973,-73.98016555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Ditmars Blvd & 19 St,40.78145,-73.9183302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,31 Ave & 14 St,40.7682,-73.9322662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Sterling Pl & Bedford Ave,40.672695,-73.954131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,Vesey Pl & River Terrace,40.7153379,-74.01658354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Clinton Ave & Myrtle Ave,40.693261,-73.968896,1.8916666666666666,2.2083333333333335,2.183333333333333,2.216666666666667,1.8583333333333334,2.1416666666666666,2.2708333333333335,2.6875,1.75,1.9583333333333333,1.2083333333333333,1.4583333333333333,1.9270833333333333,1.6666666666666667
452,W 100 St & Broadway,40.7973721,-73.97041192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,2 Ave & E 96 St,40.7839636,-73.9471673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,E 11 St & Avenue B,40.72746420692392,-73.97950418293476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,Duane St & Greenwich St,40.71748752,-74.0104554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,E 118 St & 1 Ave,40.79747,-73.93504,0.4583333333333333,0.525,0.5666666666666667,0.5,0.4083333333333333,0.45,0.5520833333333334,0.5833333333333334,0.5520833333333334,0.4375,0.40625,0.3541666666666667,0.4270833333333333,0.4791666666666667
458,Front St & Maiden Ln,40.70530954,-74.00612572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Carroll St & 6 Ave,40.6740886,-73.9787282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,W 88 St & West End Ave,40.79025417330419,-73.97718340158461,1.0833333333333333,1.0416666666666667,1.1166666666666667,1.0,0.8333333333333334,1.15,0.9895833333333334,1.2083333333333333,0.6875,1.0729166666666667,1.1666666666666667,1.3541666666666667,0.71875,0.7395833333333334
463,12 St & 4 Ave,40.668603,-73.9904394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,E 6 St & Avenue D,40.72228087,-73.97668709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,2 Ave & E 99 St,40.7862586,-73.94552579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,St James Pl & Pearl St,40.71117416,-74.00016545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Henry St & W 9 St,40.6763744,-74.00324957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,E 81 St & Park Ave,40.77677702,-73.9590097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Columbia St & Kane St,40.68763155,-74.0016256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,6 Ave & W 33 St,40.74901271,-73.98848395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,E 88 St & 1 Ave,40.778301,-73.9488134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Avenue D & E 3 St,40.72082834,-73.97793172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Johnson St & Gold St,40.69474881,-73.98362464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,35 Ave & 10 St,40.76315481910373,-73.93985509872437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Pearl St & Anchorage Pl,40.70281858,-73.98765762,1.3,1.1333333333333333,1.5333333333333334,1.4583333333333333,1.15,1.2333333333333334,1.6979166666666667,1.3020833333333333,0.84375,0.5729166666666666,0.8958333333333334,0.6875,0.84375,1.0729166666666667
479,E 106 St & Lexington Ave,40.791976,-73.945993,0.5916666666666667,0.5833333333333334,0.6,0.7,0.6416666666666667,0.5416666666666666,0.5416666666666666,0.5104166666666666,0.375,0.3229166666666667,0.3125,0.34375,0.4479166666666667,0.40625
480,E 72 St & York Ave,40.76663814,-73.95348296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Front St & Gold St,40.70224,-73.982578,0.8333333333333334,0.9083333333333333,1.1083333333333334,1.0916666666666666,0.8166666666666667,0.775,0.9479166666666666,1.09375,0.4895833333333333,0.4895833333333333,0.6354166666666666,0.5104166666666666,0.8645833333333334,0.8645833333333334
482,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,South St & Gouverneur Ln,40.70355377,-74.00670227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Madison Ave & E 99 St,40.78948541553215,-73.95242929458618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Carroll St & Bond St,40.6786115,-73.99037292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,E 55 St & 2 Ave,40.75797322,-73.96603308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Henry St & Poplar St,40.700469,-73.991454,0.75,0.9583333333333334,0.8666666666666667,0.7833333333333333,0.6083333333333333,0.8,0.7083333333333334,0.8229166666666666,0.4270833333333333,0.5416666666666666,0.6666666666666666,0.6354166666666666,1.0208333333333333,0.8854166666666666
488,E 55 St & 3 Ave,40.75899655960512,-73.96865397691727,2.933333333333333,2.675,3.6083333333333334,3.65,2.5166666666666666,2.591666666666667,3.6979166666666665,3.65625,0.7395833333333334,0.6458333333333334,0.8541666666666666,0.9166666666666666,2.6875,2.6770833333333335
489,Nassau St & Navy St,40.69839895,-73.98068914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,3 Ave & E 112 St,40.795508,-73.941606,0.25833333333333336,0.25,0.325,0.3416666666666667,0.35833333333333334,0.3333333333333333,0.3125,0.3020833333333333,0.21875,0.34375,0.23958333333333334,0.2604166666666667,0.3125,0.15625
491,E 84 St & 1 Ave,40.77565541,-73.95068615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,46 Ave & 5 St,40.74731,-73.95451,1.225,1.2166666666666666,1.4333333333333333,1.425,1.375,1.1916666666666667,1.2395833333333333,1.4166666666666667,1.2083333333333333,1.1666666666666667,1.0416666666666667,1.21875,1.1458333333333333,0.9270833333333334
493,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Degraw St & Smith St,40.6829151,-73.99318208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,E 102 St & Park Ave,40.7904828,-73.95033068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,E 47 St & Park Ave,40.75510267,-73.97498696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Jay St & Tech Pl,40.695065,-73.987167,1.3916666666666666,1.4166666666666667,2.0416666666666665,1.6333333333333333,1.4416666666666667,1.425,1.5625,1.5520833333333333,0.7083333333333334,0.625,0.71875,0.78125,1.2708333333333333,1.375
498,Amsterdam Ave & W 125 St,40.813358,-73.956461,0.5083333333333333,0.5083333333333333,0.39166666666666666,0.39166666666666666,0.3416666666666667,0.3416666666666667,0.5625,0.4895833333333333,0.5520833333333334,0.5,0.59375,0.59375,0.2708333333333333,0.4375
499,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Carroll St & Columbia St,40.6830456,-74.00348559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,West Thames St,40.70834698,-74.01713445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Pleasant Ave & E 116 St,40.7949879,-73.9333349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Fulton St & Utica Ave,40.6794268,-73.9298911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,E 84 St & Park Ave,40.77862688,-73.95772073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,E 81 St & 3 Ave,40.77573034,-73.9567526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,31 St & 35 Ave,40.75820464696758,-73.92832159996033,0.25,0.25,0.39166666666666666,0.4166666666666667,0.2833333333333333,0.25,0.375,0.3854166666666667,0.3229166666666667,0.3229166666666667,0.23958333333333334,0.20833333333333334,0.20833333333333334,0.23958333333333334
508,South End Ave & Liberty St,40.711512,-74.015756,4.766666666666667,4.841666666666667,5.775,5.733333333333333,3.8583333333333334,3.8333333333333335,5.09375,5.270833333333333,2.8958333333333335,2.8125,3.3020833333333335,3.1979166666666665,3.7604166666666665,3.9895833333333335
509,E 97 St & 3 Ave,40.7859201,-73.94860294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,E 47 St & 2 Ave,40.75323098,-73.97032517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Pacific St & Nevins St,40.6853761,-73.98302136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,FDR Drive & E 35 St,40.744219,-73.97121214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Monroe St & Bedford Ave,40.6851443,-73.95380904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,Jackson Ave & 46 Rd,40.74524768,-73.94733276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,E 74 St & 1 Ave,40.7689738,-73.95482273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,1 Ave & E 30 St,40.74144387,-73.97536082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Baltic St & 5 Ave,40.6795766,-73.97854971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,3 Ave & 14 St,40.6685455,-73.99333264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,W 74 St & Columbus Ave,40.7785669,-73.97754961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,William St & Pine St,40.70717936,-74.00887308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Riverside Dr & W 78 St,40.78414472,-73.98362492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,W 56 St & 10 Ave,40.768254,-73.988639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,9 St & 44 Rd,40.74966,-73.9521,0.38333333333333336,0.44166666666666665,0.375,0.325,0.25833333333333336,0.175,0.3333333333333333,0.3020833333333333,0.1875,0.16666666666666666,0.19791666666666666,0.14583333333333334,0.21875,0.22916666666666666
526,Pitt St & Stanton St,40.71926081,-73.98178024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Riverside Dr & W 104 St,40.8013434,-73.9711457439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Rogers Ave & Sterling St,40.6630619,-73.9538746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Avenue D & E 12 St,40.72580614,-73.97422494,1.1833333333333333,1.325,1.2916666666666667,1.4416666666666667,1.075,1.15,1.15625,1.3541666666666667,0.8645833333333334,0.8645833333333334,0.71875,0.8645833333333334,0.7604166666666666,0.8645833333333334
530,Broadway & Battery Pl,40.70463334,-74.01361706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Riverside Dr & W 82 St,40.78720869,-73.98128127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,3 St & Prospect Park West,40.668132,-73.97363831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Columbia St & Degraw St,40.6859296,-74.00242364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Graham Ave & Grand St,40.711863,-73.944024,0.6166666666666667,0.675,0.6833333333333333,0.7083333333333334,0.6333333333333333,0.5583333333333333,0.71875,0.84375,0.7916666666666666,1.0208333333333333,1.0,0.9479166666666666,0.5208333333333334,0.6145833333333334
536,Willoughby Ave & Hall St,40.69196035,-73.96536851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
